,date,count,period,hour,minute,day,month,year,weekday,d0,d1,d2,d3,d4
1041,2021-09-11 20:15:00,926973,2021-09-11 20:15:00,20,15,11,9,2021,5,944646,945097,946594,901852,909024
1042,2021-09-11 20:30:00,919760,2021-09-11 20:30:00,20,30,11,9,2021,5,926973,944646,945097,946594,901852
1043,2021-09-11 20:45:00,985809,2021-09-11 20:45:00,20,45,11,9,2021,5,919760,926973,944646,945097,946594
1044,2021-09-11 21:00:00,976102,2021-09-11 21:00:00,21,0,11,9,2021,5,985809,919760,926973,944646,945097
1045,2021-09-11 21:15:00,996697,2021-09-11 21:15:00,21,15,11,9,2021,5,976102,985809,919760,926973,944646
1046,2021-09-11 21:30:00,1037124,2021-09-11 21:30:00,21,30,11,9,2021,5,996697,976102,985809,919760,926973
1047,2021-09-11 21:45:00,1064361,2021-09-11 21:45:00,21,45,11,9,2021,5,1037124,996697,976102,985809,919760
1048,2021-09-11 22:00:00,1120718,2021-09-11 22:00:00,22,0,11,9,2021,5,1064361,1037124,996697,976102,985809
1049,2021-09-11 22:15:00,1122950,2021-09-11 22:15:00,22,15,11,9,2021,5,1120718,1064361,1037124,996697,976102
1050,2021-09-11 22:30:00,1123918,2021-09-11 22:30:00,22,30,11,9,2021,5,1122950,1120718,1064361,1037124,996697
1051,2021-09-11 22:45:00,1137750,2021-09-11 22:45:00,22,45,11,9,2021,5,1123918,1122950,1120718,1064361,1037124
1052,2021-09-11 23:00:00,1138712,2021-09-11 23:00:00,23,0,11,9,2021,5,1137750,1123918,1122950,1120718,1064361
1053,2021-09-11 23:15:00,1137446,2021-09-11 23:15:00,23,15,11,9,2021,5,1138712,1137750,1123918,1122950,1120718
1054,2021-09-11 23:30:00,1145339,2021-09-11 23:30:00,23,30,11,9,2021,5,1137446,1138712,1137750,1123918,1122950
1055,2021-09-11 23:45:00,1053774,2021-09-11 23:45:00,23,45,11,9,2021,5,1145339,1137446,1138712,1137750,1123918
1056,2021-09-12 00:00:00,1078391,2021-09-12 00:00:00,0,0,12,9,2021,6,1053774,1145339,1137446,1138712,1137750
1057,2021-09-12 00:15:00,1077676,2021-09-12 00:15:00,0,15,12,9,2021,6,1078391,1053774,1145339,1137446,1138712
1058,2021-09-12 00:30:00,1068298,2021-09-12 00:30:00,0,30,12,9,2021,6,1077676,1078391,1053774,1145339,1137446
1059,2021-09-12 00:45:00,1077616,2021-09-12 00:45:00,0,45,12,9,2021,6,1068298,1077676,1078391,1053774,1145339
1060,2021-09-12 01:00:00,1079847,2021-09-12 01:00:00,1,0,12,9,2021,6,1077616,1068298,1077676,1078391,1053774
1061,2021-09-12 01:15:00,1083656,2021-09-12 01:15:00,1,15,12,9,2021,6,1079847,1077616,1068298,1077676,1078391
1062,2021-09-12 01:30:00,1108866,2021-09-12 01:30:00,1,30,12,9,2021,6,1083656,1079847,1077616,1068298,1077676
1063,2021-09-12 01:45:00,1110795,2021-09-12 01:45:00,1,45,12,9,2021,6,1108866,1083656,1079847,1077616,1068298
1064,2021-09-12 02:00:00,1105506,2021-09-12 02:00:00,2,0,12,9,2021,6,1110795,1108866,1083656,1079847,1077616
1065,2021-09-12 02:15:00,1073723,2021-09-12 02:15:00,2,15,12,9,2021,6,1105506,1110795,1108866,1083656,1079847
1066,2021-09-12 02:30:00,1036440,2021-09-12 02:30:00,2,30,12,9,2021,6,1073723,1105506,1110795,1108866,1083656
1067,2021-09-12 02:45:00,1068677,2021-09-12 02:45:00,2,45,12,9,2021,6,1036440,1073723,1105506,1110795,1108866
1068,2021-09-12 03:00:00,1062099,2021-09-12 03:00:00,3,0,12,9,2021,6,1068677,1036440,1073723,1105506,1110795
1069,2021-09-12 03:15:00,1062630,2021-09-12 03:15:00,3,15,12,9,2021,6,1062099,1068677,1036440,1073723,1105506
1070,2021-09-12 03:30:00,1047938,2021-09-12 03:30:00,3,30,12,9,2021,6,1062630,1062099,1068677,1036440,1073723
1071,2021-09-12 03:45:00,1100960,2021-09-12 03:45:00,3,45,12,9,2021,6,1047938,1062630,1062099,1068677,1036440
1072,2021-09-12 04:00:00,1107705,2021-09-12 04:00:00,4,0,12,9,2021,6,1100960,1047938,1062630,1062099,1068677
1073,2021-09-12 04:15:00,1106918,2021-09-12 04:15:00,4,15,12,9,2021,6,1107705,1100960,1047938,1062630,1062099
1074,2021-09-12 04:30:00,1104952,2021-09-12 04:30:00,4,30,12,9,2021,6,1106918,1107705,1100960,1047938,1062630
1075,2021-09-12 04:45:00,1123591,2021-09-12 04:45:00,4,45,12,9,2021,6,1104952,1106918,1107705,1100960,1047938
1076,2021-09-12 05:00:00,1123883,2021-09-12 05:00:00,5,0,12,9,2021,6,1123591,1104952,1106918,1107705,1100960
1077,2021-09-12 05:15:00,1115347,2021-09-12 05:15:00,5,15,12,9,2021,6,1123883,1123591,1104952,1106918,1107705
1078,2021-09-12 05:30:00,1113359,2021-09-12 05:30:00,5,30,12,9,2021,6,1115347,1123883,1123591,1104952,1106918
1079,2021-09-12 05:45:00,1089483,2021-09-12 05:45:00,5,45,12,9,2021,6,1113359,1115347,1123883,1123591,1104952
1080,2021-09-12 06:00:00,1111569,2021-09-12 06:00:00,6,0,12,9,2021,6,1089483,1113359,1115347,1123883,1123591
1081,2021-09-12 06:15:00,1102449,2021-09-12 06:15:00,6,15,12,9,2021,6,1111569,1089483,1113359,1115347,1123883
1082,2021-09-12 06:30:00,1077116,2021-09-12 06:30:00,6,30,12,9,2021,6,1102449,1111569,1089483,1113359,1115347
1083,2021-09-12 06:45:00,1065644,2021-09-12 06:45:00,6,45,12,9,2021,6,1077116,1102449,1111569,1089483,1113359
1084,2021-09-12 07:00:00,1060439,2021-09-12 07:00:00,7,0,12,9,2021,6,1065644,1077116,1102449,1111569,1089483
1085,2021-09-12 07:15:00,1068293,2021-09-12 07:15:00,7,15,12,9,2021,6,1060439,1065644,1077116,1102449,1111569
1086,2021-09-12 07:30:00,1061409,2021-09-12 07:30:00,7,30,12,9,2021,6,1068293,1060439,1065644,1077116,1102449
1087,2021-09-12 07:45:00,1161739,2021-09-12 07:45:00,7,45,12,9,2021,6,1061409,1068293,1060439,1065644,1077116
1088,2021-09-12 08:00:00,1160671,2021-09-12 08:00:00,8,0,12,9,2021,6,1161739,1061409,1068293,1060439,1065644
1089,2021-09-12 08:15:00,1105455,2021-09-12 08:15:00,8,15,12,9,2021,6,1160671,1161739,1061409,1068293,1060439
1090,2021-09-12 08:30:00,1198156,2021-09-12 08:30:00,8,30,12,9,2021,6,1105455,1160671,1161739,1061409,1068293
1091,2021-09-12 08:45:00,1199587,2021-09-12 08:45:00,8,45,12,9,2021,6,1198156,1105455,1160671,1161739,1061409
1092,2021-09-12 09:00:00,1188613,2021-09-12 09:00:00,9,0,12,9,2021,6,1199587,1198156,1105455,1160671,1161739
1093,2021-09-12 09:15:00,1187915,2021-09-12 09:15:00,9,15,12,9,2021,6,1188613,1199587,1198156,1105455,1160671
1094,2021-09-12 09:30:00,1214886,2021-09-12 09:30:00,9,30,12,9,2021,6,1187915,1188613,1199587,1198156,1105455
1095,2021-09-12 09:45:00,1211811,2021-09-12 09:45:00,9,45,12,9,2021,6,1214886,1187915,1188613,1199587,1198156
1096,2021-09-12 10:00:00,1201417,2021-09-12 10:00:00,10,0,12,9,2021,6,1211811,1214886,1187915,1188613,1199587
1097,2021-09-12 10:15:00,1130366,2021-09-12 10:15:00,10,15,12,9,2021,6,1201417,1211811,1214886,1187915,1188613
1098,2021-09-12 10:30:00,1093944,2021-09-12 10:30:00,10,30,12,9,2021,6,1130366,1201417,1211811,1214886,1187915
1099,2021-09-12 10:45:00,1087919,2021-09-12 10:45:00,10,45,12,9,2021,6,1093944,1130366,1201417,1211811,1214886
1100,2021-09-12 11:00:00,1113628,2021-09-12 11:00:00,11,0,12,9,2021,6,1087919,1093944,1130366,1201417,1211811
1101,2021-09-12 11:15:00,1133370,2021-09-12 11:15:00,11,15,12,9,2021,6,1113628,1087919,1093944,1130366,1201417
1102,2021-09-12 11:30:00,1108337,2021-09-12 11:30:00,11,30,12,9,2021,6,1133370,1113628,1087919,1093944,1130366
1103,2021-09-12 11:45:00,1128393,2021-09-12 11:45:00,11,45,12,9,2021,6,1108337,1133370,1113628,1087919,1093944
1104,2021-09-12 12:00:00,1085550,2021-09-12 12:00:00,12,0,12,9,2021,6,1128393,1108337,1133370,1113628,1087919
1105,2021-09-12 12:15:00,1107851,2021-09-12 12:15:00,12,15,12,9,2021,6,1085550,1128393,1108337,1133370,1113628
1106,2021-09-12 12:30:00,1110700,2021-09-12 12:30:00,12,30,12,9,2021,6,1107851,1085550,1128393,1108337,1133370
1107,2021-09-12 12:45:00,1253440,2021-09-12 12:45:00,12,45,12,9,2021,6,1110700,1107851,1085550,1128393,1108337
1108,2021-09-12 13:00:00,1255115,2021-09-12 13:00:00,13,0,12,9,2021,6,1253440,1110700,1107851,1085550,1128393
1109,2021-09-12 13:15:00,1257139,2021-09-12 13:15:00,13,15,12,9,2021,6,1255115,1253440,1110700,1107851,1085550
1110,2021-09-12 13:30:00,1319037,2021-09-12 13:30:00,13,30,12,9,2021,6,1257139,1255115,1253440,1110700,1107851
1111,2021-09-12 13:45:00,1437042,2021-09-12 13:45:00,13,45,12,9,2021,6,1319037,1257139,1255115,1253440,1110700
1112,2021-09-12 14:00:00,1378329,2021-09-12 14:00:00,14,0,12,9,2021,6,1437042,1319037,1257139,1255115,1253440
1113,2021-09-12 14:15:00,1387362,2021-09-12 14:15:00,14,15,12,9,2021,6,1378329,1437042,1319037,1257139,1255115
1114,2021-09-12 14:30:00,1468801,2021-09-12 14:30:00,14,30,12,9,2021,6,1387362,1378329,1437042,1319037,1257139
1115,2021-09-12 14:45:00,1457892,2021-09-12 14:45:00,14,45,12,9,2021,6,1468801,1387362,1378329,1437042,1319037
1116,2021-09-12 15:00:00,1457342,2021-09-12 15:00:00,15,0,12,9,2021,6,1457892,1468801,1387362,1378329,1437042
1117,2021-09-12 15:15:00,1443406,2021-09-12 15:15:00,15,15,12,9,2021,6,1457342,1457892,1468801,1387362,1378329
1118,2021-09-12 15:30:00,1436850,2021-09-12 15:30:00,15,30,12,9,2021,6,1443406,1457342,1457892,1468801,1387362
1119,2021-09-12 15:45:00,1428509,2021-09-12 15:45:00,15,45,12,9,2021,6,1436850,1443406,1457342,1457892,1468801
1120,2021-09-12 16:00:00,1428715,2021-09-12 16:00:00,16,0,12,9,2021,6,1428509,1436850,1443406,1457342,1457892
1121,2021-09-12 16:15:00,1434325,2021-09-12 16:15:00,16,15,12,9,2021,6,1428715,1428509,1436850,1443406,1457342
1122,2021-09-12 16:30:00,1377325,2021-09-12 16:30:00,16,30,12,9,2021,6,1434325,1428715,1428509,1436850,1443406
1123,2021-09-12 16:45:00,1349113,2021-09-12 16:45:00,16,45,12,9,2021,6,1377325,1434325,1428715,1428509,1436850
1124,2021-09-12 17:00:00,1370760,2021-09-12 17:00:00,17,0,12,9,2021,6,1349113,1377325,1434325,1428715,1428509
1125,2021-09-12 17:15:00,1375351,2021-09-12 17:15:00,17,15,12,9,2021,6,1370760,1349113,1377325,1434325,1428715
1126,2021-09-12 17:30:00,1380534,2021-09-12 17:30:00,17,30,12,9,2021,6,1375351,1370760,1349113,1377325,1434325
1127,2021-09-12 17:45:00,1414967,2021-09-12 17:45:00,17,45,12,9,2021,6,1380534,1375351,1370760,1349113,1377325
1128,2021-09-12 18:00:00,1412450,2021-09-12 18:00:00,18,0,12,9,2021,6,1414967,1380534,1375351,1370760,1349113
1129,2021-09-12 18:15:00,1409693,2021-09-12 18:15:00,18,15,12,9,2021,6,1412450,1414967,1380534,1375351,1370760
1130,2021-09-12 18:30:00,1404473,2021-09-12 18:30:00,18,30,12,9,2021,6,1409693,1412450,1414967,1380534,1375351
1131,2021-09-12 18:45:00,1453839,2021-09-12 18:45:00,18,45,12,9,2021,6,1404473,1409693,1412450,1414967,1380534
1132,2021-09-12 19:00:00,1470744,2021-09-12 19:00:00,19,0,12,9,2021,6,1453839,1404473,1409693,1412450,1414967
1133,2021-09-12 19:15:00,1378636,2021-09-12 19:15:00,19,15,12,9,2021,6,1470744,1453839,1404473,1409693,1412450
1134,2021-09-12 19:30:00,1375348,2021-09-12 19:30:00,19,30,12,9,2021,6,1378636,1470744,1453839,1404473,1409693
1135,2021-09-12 19:45:00,1378701,2021-09-12 19:45:00,19,45,12,9,2021,6,1375348,1378636,1470744,1453839,1404473
1136,2021-09-12 20:00:00,1383487,2021-09-12 20:00:00,20,0,12,9,2021,6,1378701,1375348,1378636,1470744,1453839
1137,2021-09-12 20:15:00,1370281,2021-09-12 20:15:00,20,15,12,9,2021,6,1383487,1378701,1375348,1378636,1470744
1138,2021-09-12 20:30:00,1374472,2021-09-12 20:30:00,20,30,12,9,2021,6,1370281,1383487,1378701,1375348,1378636
1139,2021-09-12 20:45:00,1322320,2021-09-12 20:45:00,20,45,12,9,2021,6,1374472,1370281,1383487,1378701,1375348
1140,2021-09-12 21:00:00,1334188,2021-09-12 21:00:00,21,0,12,9,2021,6,1322320,1374472,1370281,1383487,1378701
1141,2021-09-12 21:15:00,1325305,2021-09-12 21:15:00,21,15,12,9,2021,6,1334188,1322320,1374472,1370281,1383487
1142,2021-09-12 21:30:00,1329277,2021-09-12 21:30:00,21,30,12,9,2021,6,1325305,1334188,1322320,1374472,1370281
1143,2021-09-12 21:45:00,1343552,2021-09-12 21:45:00,21,45,12,9,2021,6,1329277,1325305,1334188,1322320,1374472
1144,2021-09-12 22:00:00,1344926,2021-09-12 22:00:00,22,0,12,9,2021,6,1343552,1329277,1325305,1334188,1322320
1145,2021-09-12 22:15:00,1348644,2021-09-12 22:15:00,22,15,12,9,2021,6,1344926,1343552,1329277,1325305,1334188
1146,2021-09-12 22:30:00,1330644,2021-09-12 22:30:00,22,30,12,9,2021,6,1348644,1344926,1343552,1329277,1325305
1147,2021-09-12 22:45:00,1385636,2021-09-12 22:45:00,22,45,12,9,2021,6,1330644,1348644,1344926,1343552,1329277
1148,2021-09-12 23:00:00,1383851,2021-09-12 23:00:00,23,0,12,9,2021,6,1385636,1330644,1348644,1344926,1343552
1149,2021-09-12 23:15:00,1402304,2021-09-12 23:15:00,23,15,12,9,2021,6,1383851,1385636,1330644,1348644,1344926
1150,2021-09-12 23:30:00,1398808,2021-09-12 23:30:00,23,30,12,9,2021,6,1402304,1383851,1385636,1330644,1348644
1151,2021-09-12 23:45:00,1370949,2021-09-12 23:45:00,23,45,12,9,2021,6,1398808,1402304,1383851,1385636,1330644
1152,2021-09-13 00:00:00,1400430,2021-09-13 00:00:00,0,0,13,9,2021,0,1370949,1398808,1402304,1383851,1385636
1153,2021-09-13 00:15:00,1452187,2021-09-13 00:15:00,0,15,13,9,2021,0,1400430,1370949,1398808,1402304,1383851
1154,2021-09-13 00:30:00,1437487,2021-09-13 00:30:00,0,30,13,9,2021,0,1452187,1400430,1370949,1398808,1402304
1155,2021-09-13 00:45:00,1374896,2021-09-13 00:45:00,0,45,13,9,2021,0,1437487,1452187,1400430,1370949,1398808
1156,2021-09-13 01:00:00,1390199,2021-09-13 01:00:00,1,0,13,9,2021,0,1374896,1437487,1452187,1400430,1370949
1157,2021-09-13 01:15:00,1396839,2021-09-13 01:15:00,1,15,13,9,2021,0,1390199,1374896,1437487,1452187,1400430
1158,2021-09-13 01:30:00,1406494,2021-09-13 01:30:00,1,30,13,9,2021,0,1396839,1390199,1374896,1437487,1452187
1159,2021-09-13 01:45:00,1406619,2021-09-13 01:45:00,1,45,13,9,2021,0,1406494,1396839,1390199,1374896,1437487
1160,2021-09-13 02:00:00,1401552,2021-09-13 02:00:00,2,0,13,9,2021,0,1406619,1406494,1396839,1390199,1374896
1161,2021-09-13 02:15:00,1394351,2021-09-13 02:15:00,2,15,13,9,2021,0,1401552,1406619,1406494,1396839,1390199
1162,2021-09-13 02:30:00,1363762,2021-09-13 02:30:00,2,30,13,9,2021,0,1394351,1401552,1406619,1406494,1396839
1163,2021-09-13 02:45:00,1374285,2021-09-13 02:45:00,2,45,13,9,2021,0,1363762,1394351,1401552,1406619,1406494
1164,2021-09-13 03:00:00,1374521,2021-09-13 03:00:00,3,0,13,9,2021,0,1374285,1363762,1394351,1401552,1406619
1165,2021-09-13 03:15:00,1371873,2021-09-13 03:15:00,3,15,13,9,2021,0,1374521,1374285,1363762,1394351,1401552
1166,2021-09-13 03:30:00,1528926,2021-09-13 03:30:00,3,30,13,9,2021,0,1371873,1374521,1374285,1363762,1394351
1167,2021-09-13 03:45:00,1518351,2021-09-13 03:45:00,3,45,13,9,2021,0,1528926,1371873,1374521,1374285,1363762
1168,2021-09-13 04:00:00,1500831,2021-09-13 04:00:00,4,0,13,9,2021,0,1518351,1528926,1371873,1374521,1374285
1169,2021-09-13 04:15:00,1509806,2021-09-13 04:15:00,4,15,13,9,2021,0,1500831,1518351,1528926,1371873,1374521
1170,2021-09-13 04:30:00,1462350,2021-09-13 04:30:00,4,30,13,9,2021,0,1509806,1500831,1518351,1528926,1371873
1171,2021-09-13 04:45:00,1433281,2021-09-13 04:45:00,4,45,13,9,2021,0,1462350,1509806,1500831,1518351,1528926
1172,2021-09-13 05:00:00,1448113,2021-09-13 05:00:00,5,0,13,9,2021,0,1433281,1462350,1509806,1500831,1518351
1173,2021-09-13 05:15:00,1514181,2021-09-13 05:15:00,5,15,13,9,2021,0,1448113,1433281,1462350,1509806,1500831
1174,2021-09-13 05:30:00,1462194,2021-09-13 05:30:00,5,30,13,9,2021,0,1514181,1448113,1433281,1462350,1509806
1175,2021-09-13 05:45:00,1452864,2021-09-13 05:45:00,5,45,13,9,2021,0,1462194,1514181,1448113,1433281,1462350
1176,2021-09-13 06:00:00,1401589,2021-09-13 06:00:00,6,0,13,9,2021,0,1452864,1462194,1514181,1448113,1433281
1177,2021-09-13 06:15:00,1418280,2021-09-13 06:15:00,6,15,13,9,2021,0,1401589,1452864,1462194,1514181,1448113
1178,2021-09-13 06:30:00,1392380,2021-09-13 06:30:00,6,30,13,9,2021,0,1418280,1401589,1452864,1462194,1514181
1179,2021-09-13 06:45:00,1391069,2021-09-13 06:45:00,6,45,13,9,2021,0,1392380,1418280,1401589,1452864,1462194
1180,2021-09-13 07:00:00,1411061,2021-09-13 07:00:00,7,0,13,9,2021,0,1391069,1392380,1418280,1401589,1452864
1181,2021-09-13 07:15:00,1405095,2021-09-13 07:15:00,7,15,13,9,2021,0,1411061,1391069,1392380,1418280,1401589
1182,2021-09-13 07:30:00,1413385,2021-09-13 07:30:00,7,30,13,9,2021,0,1405095,1411061,1391069,1392380,1418280
1183,2021-09-13 07:45:00,1408463,2021-09-13 07:45:00,7,45,13,9,2021,0,1413385,1405095,1411061,1391069,1392380
1184,2021-09-13 08:00:00,1407503,2021-09-13 08:00:00,8,0,13,9,2021,0,1408463,1413385,1405095,1411061,1391069
1185,2021-09-13 08:15:00,1348189,2021-09-13 08:15:00,8,15,13,9,2021,0,1407503,1408463,1413385,1405095,1411061
1186,2021-09-13 08:30:00,1318015,2021-09-13 08:30:00,8,30,13,9,2021,0,1348189,1407503,1408463,1413385,1405095
1187,2021-09-13 08:45:00,1255120,2021-09-13 08:45:00,8,45,13,9,2021,0,1318015,1348189,1407503,1408463,1413385
1188,2021-09-13 09:00:00,1268570,2021-09-13 09:00:00,9,0,13,9,2021,0,1255120,1318015,1348189,1407503,1408463
1189,2021-09-13 09:15:00,1359941,2021-09-13 09:15:00,9,15,13,9,2021,0,1268570,1255120,1318015,1348189,1407503
1190,2021-09-13 09:30:00,1356016,2021-09-13 09:30:00,9,30,13,9,2021,0,1359941,1268570,1255120,1318015,1348189
1191,2021-09-13 09:45:00,1346689,2021-09-13 09:45:00,9,45,13,9,2021,0,1356016,1359941,1268570,1255120,1318015
1192,2021-09-13 10:00:00,1360433,2021-09-13 10:00:00,10,0,13,9,2021,0,1346689,1356016,1359941,1268570,1255120
1193,2021-09-13 10:15:00,1341561,2021-09-13 10:15:00,10,15,13,9,2021,0,1360433,1346689,1356016,1359941,1268570
1194,2021-09-13 10:30:00,1340011,2021-09-13 10:30:00,10,30,13,9,2021,0,1341561,1360433,1346689,1356016,1359941
1195,2021-09-13 10:45:00,1347259,2021-09-13 10:45:00,10,45,13,9,2021,0,1340011,1341561,1360433,1346689,1356016
1196,2021-09-13 11:00:00,1327136,2021-09-13 11:00:00,11,0,13,9,2021,0,1347259,1340011,1341561,1360433,1346689
1197,2021-09-13 11:15:00,1347458,2021-09-13 11:15:00,11,15,13,9,2021,0,1327136,1347259,1340011,1341561,1360433
1198,2021-09-13 11:30:00,1279762,2021-09-13 11:30:00,11,30,13,9,2021,0,1347458,1327136,1347259,1340011,1341561
1199,2021-09-13 11:45:00,1282979,2021-09-13 11:45:00,11,45,13,9,2021,0,1279762,1347458,1327136,1347259,1340011
1200,2021-09-13 12:00:00,1297415,2021-09-13 12:00:00,12,0,13,9,2021,0,1282979,1279762,1347458,1327136,1347259
1201,2021-09-13 12:15:00,1309764,2021-09-13 12:15:00,12,15,13,9,2021,0,1297415,1282979,1279762,1347458,1327136
1202,2021-09-13 12:30:00,1320807,2021-09-13 12:30:00,12,30,13,9,2021,0,1309764,1297415,1282979,1279762,1347458
1203,2021-09-13 12:45:00,1335094,2021-09-13 12:45:00,12,45,13,9,2021,0,1320807,1309764,1297415,1282979,1279762
1204,2021-09-13 13:00:00,1302250,2021-09-13 13:00:00,13,0,13,9,2021,0,1335094,1320807,1309764,1297415,1282979
1205,2021-09-13 13:15:00,1307480,2021-09-13 13:15:00,13,15,13,9,2021,0,1302250,1335094,1320807,1309764,1297415
1206,2021-09-13 13:30:00,1329470,2021-09-13 13:30:00,13,30,13,9,2021,0,1307480,1302250,1335094,1320807,1309764
1207,2021-09-13 13:45:00,1294856,2021-09-13 13:45:00,13,45,13,9,2021,0,1329470,1307480,1302250,1335094,1320807
1208,2021-09-13 14:00:00,1311921,2021-09-13 14:00:00,14,0,13,9,2021,0,1294856,1329470,1307480,1302250,1335094
1209,2021-09-13 14:15:00,1312691,2021-09-13 14:15:00,14,15,13,9,2021,0,1311921,1294856,1329470,1307480,1302250
1210,2021-09-13 14:30:00,1313355,2021-09-13 14:30:00,14,30,13,9,2021,0,1312691,1311921,1294856,1329470,1307480
1211,2021-09-13 14:45:00,1323548,2021-09-13 14:45:00,14,45,13,9,2021,0,1313355,1312691,1311921,1294856,1329470
1212,2021-09-13 15:00:00,1278115,2021-09-13 15:00:00,15,0,13,9,2021,0,1323548,1313355,1312691,1311921,1294856
1213,2021-09-13 15:15:00,1300103,2021-09-13 15:15:00,15,15,13,9,2021,0,1278115,1323548,1313355,1312691,1311921
1214,2021-09-13 15:30:00,1294008,2021-09-13 15:30:00,15,30,13,9,2021,0,1300103,1278115,1323548,1313355,1312691
1215,2021-09-13 15:45:00,1292388,2021-09-13 15:45:00,15,45,13,9,2021,0,1294008,1300103,1278115,1323548,1313355
1216,2021-09-13 16:00:00,1296988,2021-09-13 16:00:00,16,0,13,9,2021,0,1292388,1294008,1300103,1278115,1323548
1217,2021-09-13 16:15:00,1336946,2021-09-13 16:15:00,16,15,13,9,2021,0,1296988,1292388,1294008,1300103,1278115
1218,2021-09-13 16:30:00,1338173,2021-09-13 16:30:00,16,30,13,9,2021,0,1336946,1296988,1292388,1294008,1300103
1219,2021-09-13 16:45:00,1358791,2021-09-13 16:45:00,16,45,13,9,2021,0,1338173,1336946,1296988,1292388,1294008
1220,2021-09-13 17:00:00,1316732,2021-09-13 17:00:00,17,0,13,9,2021,0,1358791,1338173,1336946,1296988,1292388
1221,2021-09-13 17:15:00,1322278,2021-09-13 17:15:00,17,15,13,9,2021,0,1316732,1358791,1338173,1336946,1296988
1222,2021-09-13 17:30:00,1342947,2021-09-13 17:30:00,17,30,13,9,2021,0,1322278,1316732,1358791,1338173,1336946
1223,2021-09-13 17:45:00,1384377,2021-09-13 17:45:00,17,45,13,9,2021,0,1342947,1322278,1316732,1358791,1338173
1224,2021-09-13 18:00:00,1383935,2021-09-13 18:00:00,18,0,13,9,2021,0,1384377,1342947,1322278,1316732,1358791
1225,2021-09-13 18:15:00,1384137,2021-09-13 18:15:00,18,15,13,9,2021,0,1383935,1384377,1342947,1322278,1316732
1226,2021-09-13 18:30:00,1375666,2021-09-13 18:30:00,18,30,13,9,2021,0,1384137,1383935,1384377,1342947,1322278
1227,2021-09-13 18:45:00,1385430,2021-09-13 18:45:00,18,45,13,9,2021,0,1375666,1384137,1383935,1384377,1342947
1228,2021-09-13 19:00:00,1384255,2021-09-13 19:00:00,19,0,13,9,2021,0,1385430,1375666,1384137,1383935,1384377
1229,2021-09-13 19:15:00,1383805,2021-09-13 19:15:00,19,15,13,9,2021,0,1384255,1385430,1375666,1384137,1383935
1230,2021-09-13 19:30:00,1350188,2021-09-13 19:30:00,19,30,13,9,2021,0,1383805,1384255,1385430,1375666,1384137
1231,2021-09-13 19:45:00,1351534,2021-09-13 19:45:00,19,45,13,9,2021,0,1350188,1383805,1384255,1385430,1375666
1232,2021-09-13 20:00:00,1401037,2021-09-13 20:00:00,20,0,13,9,2021,0,1351534,1350188,1383805,1384255,1385430
1233,2021-09-13 20:15:00,1433925,2021-09-13 20:15:00,20,15,13,9,2021,0,1401037,1351534,1350188,1383805,1384255
1234,2021-09-13 20:30:00,1454732,2021-09-13 20:30:00,20,30,13,9,2021,0,1433925,1401037,1351534,1350188,1383805
1235,2021-09-13 20:45:00,1450022,2021-09-13 20:45:00,20,45,13,9,2021,0,1454732,1433925,1401037,1351534,1350188
1236,2021-09-13 21:00:00,1460113,2021-09-13 21:00:00,21,0,13,9,2021,0,1450022,1454732,1433925,1401037,1351534
1237,2021-09-13 21:15:00,1466117,2021-09-13 21:15:00,21,15,13,9,2021,0,1460113,1450022,1454732,1433925,1401037
1238,2021-09-13 21:30:00,1468253,2021-09-13 21:30:00,21,30,13,9,2021,0,1466117,1460113,1450022,1454732,1433925
1239,2021-09-13 21:45:00,1440176,2021-09-13 21:45:00,21,45,13,9,2021,0,1468253,1466117,1460113,1450022,1454732
1240,2021-09-13 22:00:00,1449028,2021-09-13 22:00:00,22,0,13,9,2021,0,1440176,1468253,1466117,1460113,1450022
1241,2021-09-13 22:15:00,1471379,2021-09-13 22:15:00,22,15,13,9,2021,0,1449028,1440176,1468253,1466117,1460113
1242,2021-09-13 22:30:00,1471569,2021-09-13 22:30:00,22,30,13,9,2021,0,1471379,1449028,1440176,1468253,1466117
1243,2021-09-13 22:45:00,1472594,2021-09-13 22:45:00,22,45,13,9,2021,0,1471569,1471379,1449028,1440176,1468253
1244,2021-09-13 23:00:00,1456112,2021-09-13 23:00:00,23,0,13,9,2021,0,1472594,1471569,1471379,1449028,1440176
1245,2021-09-13 23:15:00,1458494,2021-09-13 23:15:00,23,15,13,9,2021,0,1456112,1472594,1471569,1471379,1449028
1246,2021-09-13 23:30:00,1426197,2021-09-13 23:30:00,23,30,13,9,2021,0,1458494,1456112,1472594,1471569,1471379
1247,2021-09-13 23:45:00,1388109,2021-09-13 23:45:00,23,45,13,9,2021,0,1426197,1458494,1456112,1472594,1471569
1248,2021-09-14 00:00:00,1387196,2021-09-14 00:00:00,0,0,14,9,2021,1,1388109,1426197,1458494,1456112,1472594
1249,2021-09-14 00:15:00,1380564,2021-09-14 00:15:00,0,15,14,9,2021,1,1387196,1388109,1426197,1458494,1456112
1250,2021-09-14 00:30:00,1359289,2021-09-14 00:30:00,0,30,14,9,2021,1,1380564,1387196,1388109,1426197,1458494
1251,2021-09-14 00:45:00,1352817,2021-09-14 00:45:00,0,45,14,9,2021,1,1359289,1380564,1387196,1388109,1426197
1252,2021-09-14 01:00:00,1289781,2021-09-14 01:00:00,1,0,14,9,2021,1,1352817,1359289,1380564,1387196,1388109
